Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Source
O.O=C1[N-]S(=O)(=O)c2ccccc21.O=C1[N-]S(=O)(=O)c2ccccc21.[Zn+2],O.O=C1[N-]S(=O)(=O)c2ccccc21.O=C1[N-]S(=O)(=O)c2ccccc21.[Zn+2],sweet,flavor_db
CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,undefined,flavor_db
CC(C=O)Cc1ccc(C(C)C)cc1,CC(C=O)Cc1ccc(C(C)C)cc1,undefined,flavor_db
CC1(C)C2CCC1(C)C(OC=O)C2,CC1(C)C2CCC1(C)C(OC=O)C2,undefined,flavor_db
CCCC(S)CCOC(C)=O,CCCC(S)CCOC(C)=O,undefined,flavor_db
CCc1nc(C)c(CC)s1,CCc1nc(C)c(CC)s1,undefined,flavor_db
CSCc1ccco1,CSCc1ccco1,undefined,flavor_db
CCCCCCCC(O)CC,CCCCCCCC(O)CC,undefined,flavor_db
C=C(C)C1CCC2(C)CCCC(=C)C2C1,C=C(C)C1CCC2(C)CCCC(=C)C2C1,undefined,flavor_db
CC(=O)CCC1=C(C)CCCC1(C)C,CC(=O)CCC1=C(C)CCCC1(C)C,undefined,flavor_db
CCC(C)c1nccs1,CCC(C)c1nccs1,undefined,flavor_db
Cc1cnc(C)c(CCC(C)C)n1,Cc1cnc(C)c(CCC(C)C)n1,undefined,flavor_db
CCOC(=O)C(C)S,CCOC(=O)C(C)S,undefined,flavor_db
C=C1C=CC(C(C)CCC=C(C)C)CC1,C=C1C=CC(C(C)CCC=C(C)C)CC1,undefined,flavor_db
CC(C)CCOC(=O)C(C)C,CC(C)CCOC(=O)C(C)C,undefined,flavor_db
CSCCCCO,CSCCCCO,undefined,flavor_db
CC(C)C(C)S,CC(C)C(C)S,undefined,flavor_db
CCCC(O)CC(=O)OC,CCCC(O)CC(=O)OC,sweet,flavor_db
CC1=CC2C(C(C)C)CCC(C)C2(O)CC1,CC1=CC2C(C(C)C)CCC(C)C2(O)CC1,undefined,flavor_db
CCCC(C)C(=O)OC,CCCC(C)C(=O)OC,undefined,flavor_db
CSc1cnccn1,CSc1cnccn1,undefined,flavor_db
CCC(C)c1nccnc1OC,CCC(C)c1nccnc1OC,undefined,flavor_db
CC(=O)c1nccs1,CC(=O)c1nccs1,undefined,flavor_db
CC(S)CCS,CC(S)CCS,undefined,flavor_db
CCC(C)C(=O)OCCc1ccccc1,CCC(C)C(=O)OCCc1ccccc1,sweet,flavor_db
CC(=O)c1cc(C)sc1C,CC(=O)c1cc(C)sc1C,undefined,flavor_db
CC(=O)C1=CCCCN1,CC(=O)C1=CCCCN1,undefined,flavor_db
CCCCCCCCCC1CCCC(=O)O1,CCCCCCCCCC1CCCC(=O)O1,sweet,flavor_db
CC(=O)C1=NCCCC1,CC(=O)C1=NCCCC1,undefined,flavor_db
CCC(C)C(=O)OCCC(C)C,CCC(C)C(=O)OCCC(C)C,sweet,flavor_db
COc1cncc(C)n1,COc1cncc(C)n1,undefined,flavor_db
C=CC(=O)CCCC,C=CC(=O)CCCC,undefined,flavor_db
CCCCCCCCOC(=O)C(C)CC,CCCCCCCCOC(=O)C(C)CC,undefined,flavor_db
CC(C)C(C)(O)C(C)C,CC(C)C(C)(O)C(C)C,undefined,flavor_db
CC(C)(S)CCO,CC(C)(S)CCO,sweet,flavor_db
CC(=O)c1sc(C)nc1C,CC(=O)c1sc(C)nc1C,undefined,flavor_db
CCC1SSC(CC)S1,CCC1SSC(CC)S1,undefined,flavor_db
CC1(C)CC2C(C1)C1(C)CCCC2(C)C1O,CC1(C)CC2C(C1)C1(C)CCCC2(C)C1O,undefined,flavor_db
CC(=O)OC(C)C(C)=O,CC(=O)OC(C)C(C)=O,sweet,flavor_db
CC(C)=CCCC(C)C1C=CC(C)=CC1,CC(C)=CCCC(C)C1C=CC(C)=CC1,undefined,flavor_db
CCC(=O)CO,CCC(=O)CO,sweet,flavor_db
CCCCCCCCOC(=O)CCCCCC,CCCCCCCCOC(=O)CCCCCC,undefined,flavor_db
C=CC(C)(O)CCC1C(C)(O)CCC2C(C)(C)CCCC21C,C=CC(C)(O)CCC1C(C)(O)CCC2C(C)(C)CCCC21C,sweet,flavor_db
C=C1CCCC2(C)CCC(=C(C)C)CC12,C=C1CCCC2(C)CCC(=C(C)C)CC12,undefined,flavor_db
CCCC(S)CCO,CCCC(S)CCO,undefined,flavor_db
CC1=CCC2C(C)=CCC(C(C)C)C2C1,CC1=CCC2C(C)=CCC(C(C)C)C2C1,undefined,flavor_db
CCC(=O)C(C)O,CCC(=O)C(C)O,undefined,flavor_db
CCC(=O)SC,CCC(=O)SC,undefined,flavor_db
Cc1ccc(CS)o1,Cc1ccc(CS)o1,undefined,flavor_db
CCCCCC(C)S,CCCCCC(C)S,undefined,flavor_db
CCCCSSCC,CCCCSSCC,undefined,flavor_db
CNc1ccccc1C(=O)OCC(C)C,CNc1ccccc1C(=O)OCC(C)C,undefined,flavor_db
CCC(C)C(=O)OC(C)C,CCC(C)C(=O)OC(C)C,sweet,flavor_db
C=C1CCC2C(C3C1CCC3(C)O)C2(C)C,C=C1CCC2C(C3C1CCC3(C)O)C2(C)C,undefined,flavor_db
CCCCSSCCC,CCCCSSCCC,undefined,flavor_db
CCCCCSSC,CCCCCSSC,undefined,flavor_db
CC1=CCC(C(C)(C)OC(=O)C(C)C)CC1,CC1=CCC(C(C)(C)OC(=O)C(C)C)CC1,undefined,flavor_db
Sc1cccs1,Sc1cccs1,undefined,flavor_db
CCCCCCCCC(=O)OCCC(C)C,CCCCCCCCC(=O)OCCC(C)C,undefined,flavor_db
CC(=O)CC(=O)OCC(C)C,CC(=O)CC(=O)OCC(C)C,sweet,flavor_db
CC(=O)C1=NCCC1,CC(=O)C1=NCCC1,sweet,flavor_db
CCc1nc(C)c(C)s1,CCc1nc(C)c(C)s1,undefined,flavor_db
CC12C=CC(CC1)C(C)(C)O2,CC12C=CC(CC1)C(C)(C)O2,undefined,flavor_db
CCCc1cc(OC)c(O)c(OC)c1,CCCc1cc(OC)c(O)c(OC)c1,undefined,flavor_db
CCCCCCC=CCCCCCCCCC,CCCCCCC=CCCCCCCCCC,undefined,flavor_db
CCSSSC,CCSSSC,undefined,flavor_db
CSC(C)S,CSC(C)S,undefined,flavor_db
COC(=O)CCCC(C)OC(C)=O,COC(=O)CCCC(C)OC(C)=O,undefined,flavor_db
CC1=C(S)CCO1,CC1=C(S)CCO1,undefined,flavor_db
COCCC(C)(C)S,COCCC(C)(C)S,undefined,flavor_db
CC(C)(S)CCOC=O,CC(C)(S)CCOC=O,undefined,flavor_db
CC(=O)c1ccc2n1CCC2,CC(=O)c1ccc2n1CCC2,undefined,flavor_db
Cc1occc1SSCc1ccco1,Cc1occc1SSCc1ccco1,undefined,flavor_db
CSc1ccoc1C,CSc1ccoc1C,undefined,flavor_db
Cc1occc1SSc1ccoc1C,Cc1occc1SSc1ccoc1C,undefined,flavor_db
CC1=NCSC1,CC1=NCSC1,undefined,flavor_db
CC(C)C1=CC=C(C=O)CC1,CC(C)C1=CC=C(C=O)CC1,undefined,flavor_db
CC(=O)C1=CSCCN1,CC(=O)C1=CSCCN1,undefined,flavor_db
CCCCCC1CCOC(CCCCC)O1,CCCCCC1CCOC(CCCCC)O1,undefined,flavor_db
C=C(C)C1CCC(C=O)CC1,C=C(C)C1CCC(C=O)CC1,undefined,flavor_db
C=C(CO)C1CC=C(C)CC1,C=C(CO)C1CC=C(C)CC1,undefined,flavor_db
CC(=O)OCC(C)C1CC=C(C)CC1,CC(=O)OCC(C)C1CC=C(C)CC1,undefined,flavor_db
CCOc1cc(C(C)C)ccc1C,CCOc1cc(C(C)C)ccc1C,undefined,flavor_db
CC(=O)CC(C)S,CC(=O)CC(C)S,undefined,flavor_db
CCC(S)C(C)C=O,CCC(S)C(C)C=O,undefined,flavor_db
CCC1=C(O)C(=O)CC1C,CCC1=C(O)C(=O)CC1C,sweet,flavor_db
CC1=CCC(C(C)C)c2cc(C)ccc21,CC1=CCC(C(C)C)c2cc(C)ccc21,undefined,flavor_db
CC1NC(C(C)C)SC(C)S1,CC1NC(C(C)C)SC(C)S1,undefined,flavor_db
CC(C)CC1SC(C)NC(C)S1,CC(C)CC1SC(C)NC(C)S1,undefined,flavor_db
CC1SC(C)N2CCCC2S1,CC1SC(C)N2CCCC2S1,undefined,flavor_db
CCC(=O)C1=NCCC1,CCC(=O)C1=NCCC1,undefined,flavor_db
CCCC(=O)OC(C)C(C)=O,CCCC(=O)OC(C)C(C)=O,undefined,flavor_db
CCCCCC(=O)C(C)C(C)=O,CCCCCC(=O)C(C)C(C)=O,undefined,flavor_db
CCCCCC(C)OC(=O)CCC,CCCCCC(C)OC(=O)CCC,undefined,flavor_db
CCC(=O)C(C)S,CCC(=O)C(C)S,undefined,flavor_db
CCCCCC=CCC=O,CCCCCC=CCC=O,undefined,flavor_db
Cc1cnc2c(n1)CCC2C,Cc1cnc2c(n1)CCC2C,undefined,flavor_db
CCCCCCCC(=O)NC(Cc1ccccc1)C(=O)OC,CCCCCCCC(=O)NC(Cc1ccccc1)C(=O)OC,sweet,flavor_db
CCCCCC(=O)NC(Cc1ccccc1)C(=O)OC,CCCCCC(=O)NC(Cc1ccccc1)C(=O)OC,sweet,flavor_db
COC(=O)C(Cc1ccccc1)NC(=O)C(C)(C)C,COC(=O)C(Cc1ccccc1)NC(=O)C(C)(C)C,sweet,flavor_db
CCCC(=O)NC(Cc1ccccc1)C(=O)OC,CCCC(=O)NC(Cc1ccccc1)C(=O)OC,sweet,flavor_db
CSSCCC(C)C,CSSCCC(C)C,undefined,flavor_db
CCCCCC(=O)OCCC(S)CCC,CCCCCC(=O)OCCC(S)CCC,undefined,flavor_db
CCCCC(CC)OC(C)=O,CCCCC(CC)OC(C)=O,sweet,flavor_db
CC(=O)C(=O)OCCC(C)C,CC(=O)C(=O)OCCC(C)C,undefined,flavor_db
CCCC(=O)OCCC(S)CCC,CCCC(=O)OCCC(S)CCC,undefined,flavor_db
CCCCCCCCCCOC1C(CO)OC(O)C(O)C1O,CCCCCCCCCCOC1C(CO)OC(O)C(O)C1O,sweet,flavor_db
CC(C)OC1OC(C(O)CO)C(O)C1O,CC(C)OC1OC(C(O)CO)C(O)C1O,sweet,flavor_db
CCCCCCOC1C(CO)OC(O)C(O)C1O,CCCCCCOC1C(CO)OC(O)C(O)C1O,sweet,flavor_db
COC1C(OC(C)=O)C(C)OC(O)C1OC(C)=O,COC1C(OC(C)=O)C(C)OC(O)C1OC(C)=O,sweet,flavor_db
CC(C)CCOC(=O)CCc1ccco1,CC(C)CCOC(=O)CCc1ccco1,sweet,flavor_db
CC(C)CCOC(=O)CCc1ccco1,CC(C)CCOC(=O)CCc1ccco1,sour,flavor_db
CC1(C)OC2C(CO)OC(O)C(O)C2O1,CC1(C)OC2C(CO)OC(O)C(O)C2O1,sweet,flavor_db
CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(O)C1OC(C)=O,CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(O)C1OC(C)=O,sweet,flavor_db
COc1cc(C=O)ccc1OC(=O)C(C)C,COc1cc(C=O)ccc1OC(=O)C(C)C,sweet,flavor_db
CCCCCCOC1C(CO)OC(OC)C(O)C1O,CCCCCCOC1C(CO)OC(OC)C(O)C1O,sweet,flavor_db
CC(=O)OC1C(C)OC(O)C(OC(C)=O)C1OC(C)=O,CC(=O)OC1C(C)OC(O)C(OC(C)=O)C1OC(C)=O,sweet,flavor_db
CCCOc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCCOc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],sweet,flavor_db
CC(O)C(O)C(O)C(C)O,CC(O)C(O)C(O)C(C)O,sweet,flavor_db
COCC(=O)C(O)C(O)C(O)CO,COCC(=O)C(O)C(O)C(O)CO,sweet,flavor_db
C=C(C)CCCC(C)CCO,C=C(C)CCCC(C)CCO,undefined,flavor_db
C=CCCC(=O)OC,C=CCCC(=O)OC,undefined,flavor_db
CC1CCC(=O)OC1C,CC1CCC(=O)OC1C,undefined,flavor_db
C=C(CCCC)C(C)CCCC,C=C(CCCC)C(C)CCCC,undefined,flavor_db
CCC(C)OCC1OC(OC)C(O)C(O)C1O,CCC(C)OCC1OC(OC)C(O)C(O)C1O,sweet,flavor_db
CCCCCCCOC(=O)C(C)CC,CCCCCCCOC(=O)C(C)CC,undefined,flavor_db
CCCCCCCOC1C(CO)OC(OC)C(O)C1O,CCCCCCCOC1C(CO)OC(OC)C(O)C1O,sweet,flavor_db
CCCCCCCCOC1C(CO)OC(OC)C(O)C1O,CCCCCCCCOC1C(CO)OC(OC)C(O)C1O,sweet,flavor_db
COCC(O)C(O)C1OCOC(CO)C1O,COCC(O)C(O)C1OCOC(CO)C1O,sweet,flavor_db
COC(=O)CC(C)SC,COC(=O)CC(C)SC,sweet,flavor_db
OCC1OC(O)C(O)C2OC12,OCC1OC(O)C(O)C2OC12,sweet,flavor_db
CC(S)C(C)S,CC(S)C(C)S,undefined,flavor_db
C=CCC(C)C(=O)O,C=CCC(C)C(=O)O,undefined,flavor_db
CC(=O)OC(C)C=C(C)CCC=C(C)C,CC(=O)OC(C)C=C(C)CCC=C(C)C,undefined,flavor_db
CC(C)=CCCC1(C)CC1C=O,CC(C)=CCCC1(C)CC1C=O,undefined,flavor_db
CC1=C(O)C(=O)CC(C)(C)C1,CC1=C(O)C(=O)CC(C)(C)C1,undefined,flavor_db
CCCC(=O)OCC1CCCO1,CCCC(=O)OCC1CCCO1,sweet,flavor_db
COCC1OC(OC)C(O)C(OC)C1OC,COCC1OC(OC)C(O)C(OC)C1OC,sweet,flavor_db
COCC1OC(OC)C(OC)C(O)C1OC,COCC1OC(OC)C(OC)C(O)C1OC,sweet,flavor_db
CCCCCCCCCOC1OC(CO)C(O)C1O,CCCCCCCCCOC1OC(CO)C(O)C1O,sweet,flavor_db
CCCCCCCCCOC1OC(C(O)CO)C(O)C1O,CCCCCCCCCOC1OC(C(O)CO)C(O)C1O,sweet,flavor_db
OCC1OCOC(C2OCOCC2O)C1O,OCC1OCOC(C2OCOCC2O)C1O,sweet,flavor_db
CCCCCCCOC1OC(C(O)CO)C(O)C1O,CCCCCCCOC1OC(C(O)CO)C(O)C1O,sweet,flavor_db
CCCCCCCCOC1OC(C(O)CO)C(O)C1O,CCCCCCCCOC1OC(C(O)CO)C(O)C1O,sweet,flavor_db
CCCCCC1OCC2OC(OC)C(O)C(O)C2O1,CCCCCC1OCC2OC(OC)C(O)C(O)C2O1,sweet,flavor_db
OC1COC2OC1C(O)C2O,OC1COC2OC1C(O)C2O,sweet,flavor_db
CCCCCC1OCC2OC(O)C(O)C(O)C2O1,CCCCCC1OCC2OC(O)C(O)C(O)C2O1,sweet,flavor_db
COCC1OC(OC)C(O)C(O)C1OC,COCC1OC(OC)C(O)C(O)C1OC,sweet,flavor_db
COC1OC(C)C(O)C(O)C1OC,COC1OC(C)C(O)C(O)C1OC,sweet,flavor_db
COC1OC(CO)C(O)C(OC)C1O,COC1OC(CO)C(O)C(OC)C1O,sweet,flavor_db
COC1CC(OC)C(OC2OC(C)C(O)C(OC)C2O)C(C)O1,COC1CC(OC)C(OC2OC(C)C(O)C(OC)C2O)C(C)O1,sweet,flavor_db
CCOC(=O)CCSCc1ccco1,CCOC(=O)CCSCc1ccco1,undefined,flavor_db
CC1CCC(C(C)(C)O)C(O)C1,CC1CCC(C(C)(C)O)C(O)C1,undefined,flavor_db
CC1=CC(=O)C(C2(O)CCC=C(C)C2)CC1,CC1=CC(=O)C(C2(O)CCC=C(C)C2)CC1,sweet,flavor_db
CC1=CC(=O)C(C(C)(C)O)CC1,CC1=CC(=O)C(C(C)(C)O)CC1,sweet,flavor_db
CC(C)=CC(=O)CC(C)(O)C1CC=C(C)CC1,CC(C)=CC(=O)CC(C)(O)C1CC=C(C)CC1,sweet,flavor_db
OCC(O)CC(O)C(O)CO,OCC(O)CC(O)C(O)CO,sweet,flavor_db
COCC1OC(O)C(O)C(O)C1OC,COCC1OC(O)C(O)C(O)C1OC,sweet,flavor_db
CCCCCCCC1OCC(C)O1,CCCCCCCC1OCC(C)O1,undefined,flavor_db
COCC1OC(O)C(O)C(OC)C1OC,COCC1OC(O)C(O)C(OC)C1OC,sweet,flavor_db
COC(C=O)C(O)C(O)C(O)CO,COC(C=O)C(O)C(O)C(O)CO,sweet,flavor_db
COC1COC(O)C(O)C1OC,COC1COC(O)C(O)C1OC,sweet,flavor_db
COC1C(O)COC(O)C1OC,COC1C(O)COC(O)C1OC,sweet,flavor_db
COC1COC(O)C(O)C1O,COC1COC(O)C(O)C1O,sweet,flavor_db
CCOC(=O)CC(C)CC,CCOC(=O)CC(C)CC,undefined,flavor_db
COC1OC(CO)C(OC)C(OC)C1OC,COC1OC(CO)C(OC)C(OC)C1OC,sweet,flavor_db
COCC1OC(OC)C(OC)C(OC)C1O,COCC1OC(OC)C(OC)C(OC)C1O,sweet,flavor_db
CCC(SC)C(=O)OC,CCC(SC)C(=O)OC,undefined,flavor_db
C=CCC(C=O)c1ccccc1,C=CCC(C=O)c1ccccc1,undefined,flavor_db
C=CC(C)(CCC=C(C)C)OC(=O)CCCCC,C=CC(C)(CCC=C(C)C)OC(=O)CCCCC,undefined,flavor_db
COC1COC(O)C(OC)C1OC,COC1COC(O)C(OC)C1OC,sweet,flavor_db
COC1OC(CO)C2OC(C)OC2C1O,COC1OC(CO)C2OC(C)OC2C1O,sweet,flavor_db
COC1C(O)OC(O)C(OC)C1OC,COC1C(O)OC(O)C(OC)C1OC,sweet,flavor_db
COC1C(C)OC(O)C(OC)C1OC,COC1C(C)OC(O)C(OC)C1OC,sweet,flavor_db
CCCCCCC1OCC(O)C(C(O)C(O)CO)O1,CCCCCCC1OCC(O)C(C(O)C(O)CO)O1,sweet,flavor_db
CCCCCCCC1OCC(O)C(C(O)C(O)CO)O1,CCCCCCCC1OCC(O)C(C(O)C(O)CO)O1,sweet,flavor_db
CCCCCCCCC1OCC(O)C(C(O)C(O)CO)O1,CCCCCCCCC1OCC(O)C(C(O)C(O)CO)O1,sweet,flavor_db
CCCCCC1OCC(O)C(C(O)C(O)CO)O1,CCCCCC1OCC(O)C(C(O)C(O)CO)O1,sweet,flavor_db
COC1=NS(=O)(=O)c2ccccc21,COC1=NS(=O)(=O)c2ccccc21,sweet,flavor_db
CC(C)C(=O)OC(C)c1ccccc1,CC(C)C(=O)OC(C)c1ccccc1,undefined,flavor_db
CCCC(=O)OC(C)c1ccccc1,CCCC(=O)OC(C)c1ccccc1,sweet,flavor_db
Cc1nc(CC(C)C)oc1C,Cc1nc(CC(C)C)oc1C,undefined,flavor_db
CCCC=CC1OCC(C)O1,CCCC=CC1OCC(C)O1,undefined,flavor_db
CC(C)C(=O)OCC(C)c1ccccc1,CC(C)C(=O)OCC(C)c1ccccc1,undefined,flavor_db
CCCC(=O)OCC(C)c1ccccc1,CCCC(=O)OCC(C)c1ccccc1,sweet,flavor_db
CC(=O)CCC1=C(C)C=CCC1(C)C,CC(=O)CCC1=C(C)C=CCC1(C)C,undefined,flavor_db
CCCC(=O)OC(C)(C)C1CC=C(C)CC1,CCCC(=O)OC(C)(C)C1CC=C(C)CC1,sour,flavor_db
Cc1cnc(CC(C)C)c(C)n1,Cc1cnc(CC(C)C)c(C)n1,undefined,flavor_db
CC1=C(CCC(C)O)C(C)(C)CCC1,CC1=C(CCC(C)O)C(C)(C)CCC1,undefined,flavor_db
CCn1cccc1C=O,CCn1cccc1C=O,undefined,flavor_db
CC(=O)c1oc(C)cc1C,CC(=O)c1oc(C)cc1C,sweet,flavor_db
CC1=CCC(C(C)(C)OC(=O)CC(C)C)CC1,CC1=CCC(C(C)(C)OC(=O)CC(C)C)CC1,sweet,flavor_db
COc1nc(C)cnc1C,COc1nc(C)cnc1C,undefined,flavor_db
CCCCCCCCCOC(=O)CCCCCCC,CCCCCCCCCOC(=O)CCCCCCC,sweet,flavor_db
COC(=O)C(Cc1ccccc1)NC(=O)CC(C)C,COC(=O)C(Cc1ccccc1)NC(=O)CC(C)C,sweet,flavor_db
CC1COC(c2ccccc2)O1,CC1COC(c2ccccc2)O1,sweet,flavor_db
CC1COC(c2ccccc2)O1,CC1COC(c2ccccc2)O1,bitter,flavor_db
CCOc1ccc(N)cc1[N+](=O)[O-],CCOc1ccc(N)cc1[N+](=O)[O-],sweet,flavor_db
COC(=O)Cc1ccc(C(C)(C)C)cc1,COC(=O)Cc1ccc(C(C)(C)C)cc1,undefined,flavor_db
CCCCCCCC1OC2C(CO)OC(OC)C(O)C2O1,CCCCCCCC1OC2C(CO)OC(OC)C(O)C2O1,sweet,flavor_db
O=c1cc(-c2ccccc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)c(O)c12,O=c1cc(-c2ccccc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)c(O)c12,sweet,flavor_db
CCC=CCCC=CC=O,CCC=CCCC=CC=O,undefined,flavor_db
CC(C)=CCc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1O)C(=O)C(O)C(c1ccc(O)c(O)c1)O2,CC(C)=CCc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1O)C(=O)C(O)C(c1ccc(O)c(O)c1)O2,sweet,flavor_db
CC=CC(=O)O,CC=CC(=O)O,undefined,flavor_db
COC1OC(COC2OCC(O)(CO)C2O)C(O)C(O)C1O,COC1OC(COC2OCC(O)(CO)C2O)C(O)C(O)C1O,sweet,flavor_db
COC(=O)C=Cc1ccccc1,COC(=O)C=Cc1ccccc1,sweet,flavor_db
O=C(O)C=Cc1ccc(O)cc1,O=C(O)C=Cc1ccc(O)cc1,undefined,flavor_db
CC=CC=CC=O,CC=CC=CC=O,sweet,flavor_db
CC(C)=CCCC(C)=CCO,CC(C)=CCCC(C)=CCO,sweet,flavor_db
CC(=O)C=Cc1ccccc1,CC(=O)C=Cc1ccccc1,sweet,flavor_db
COc1cc(C=CC(=O)O)cc(OC)c1O,COc1cc(C=CC(=O)O)cc(OC)c1O,undefined,flavor_db
CC=CC(C)=O,CC=CC(C)=O,undefined,flavor_db
CC(C)=CCCC(C)=CC=O,CC(C)=CCCC(C)=CC=O,sweet,flavor_db
CC(C)=CCCC(C)=CC=O,CC(C)=CCCC(C)=CC=O,bitter,flavor_db
CC(=O)C=CC1=C(C)CCCC1(C)C,CC(=O)C=CC1=C(C)CCCC1(C)C,undefined,flavor_db
CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C,CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C,undefined,flavor_db
CC=CCCCO,CC=CCCCO,undefined,flavor_db
CC=CC=CCO,CC=CC=CCO,sweet,flavor_db
COc1ccc(C=CC=O)cc1,COc1ccc(C=CC=O)cc1,sweet,flavor_db
COc1ccccc1C=CC=O,COc1ccccc1C=CC=O,sweet,flavor_db
Cc1cc(SSc2cc(C)oc2C)c(C)o1,Cc1cc(SSc2cc(C)oc2C)c(C)o1,undefined,flavor_db
CCCC=C1OC(=O)c2ccccc21,CCCC=C1OC(=O)c2ccccc21,undefined,flavor_db
CCC=CCC=O,CCC=CCC=O,undefined,flavor_db
OCC(O)c1ccccc1,OCC(O)c1ccccc1,sweet,flavor_db
CC=CC=CC(=O)O,CC=CC=CC(=O)O,undefined,flavor_db
CC=C(C)C(=O)O,CC=C(C)C(=O)O,undefined,flavor_db
CC=CC=O,CC=CC=O,undefined,flavor_db
[N-]=[N+]=Nc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,[N-]=[N+]=Nc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,flavor_db
OCC1OC(O)C(O)C(OC2OCC(O)C(O)C2O)C1O,OCC1OC(O)C(O)C(OC2OCC(O)C(O)C2O)C1O,sweet,flavor_db
O=CC(O)C(O)C(O)C(O)CO.O=S(=O)([O-])[O-].[Mg+2],O=CC(O)C(O)C(O)C(O)CO.O=S(=O)([O-])[O-].[Mg+2],sweet,flavor_db
OCC1OC(OC2C(CO)OC(O)(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2C(CO)OC(O)(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
CCOc1cc(C=O)ccc1OC(=O)C(C)C,CCOc1cc(C=O)ccc1OC(=O)C(C)C,sweet,flavor_db
COc1cc(C(O)C(=O)O)ccc1O,COc1cc(C(O)C(=O)O)ccc1O,sweet,flavor_db
CC=Cc1ccc(OCc2ccccc2)c(OC)c1,CC=Cc1ccc(OCc2ccccc2)c(OC)c1,undefined,flavor_db
CCOC(=O)c1cnc2c(C)c(-c3ccccc3)[nH]n2c1=O,CCOC(=O)c1cnc2c(C)c(-c3ccccc3)[nH]n2c1=O,undefined,flavor_db
CC(C)=NOC1=NS(=O)(=O)c2ccccc21,CC(C)=NOC1=NS(=O)(=O)c2ccccc21,sweet,flavor_db
CC=Cc1ccc(O)c(OC)c1,CC=Cc1ccc(O)c(OC)c1,sweet,flavor_db
CC=Cc1ccc(OC(C)=O)c(OC)c1,CC=Cc1ccc(OC(C)=O)c(OC)c1,sweet,flavor_db
COc1ccc(C=CC(=O)NCCc2ccc(OC)c(OC)c2)cc1OC,COc1ccc(C=CC(=O)NCCc2ccc(OC)c(OC)c2)cc1OC,undefined,flavor_db
CNS(=O)(=O)NC1CCCCC1,CNS(=O)(=O)NC1CCCCC1,sweet,flavor_db
CCC=CCC1=C(C)CCC1=O,CCC=CCC1=C(C)CCC1=O,undefined,flavor_db
CC(=O)OCC=C(C)CCC=C(C)C,CC(=O)OCC=C(C)CCC=C(C)C,undefined,flavor_db
CC=Cc1ccc(OC)cc1,CC=Cc1ccc(OC)cc1,undefined,flavor_db
CC=Cc1ccc(O)c(OC)c1,CC=Cc1ccc(O)c(OC)c1,undefined,flavor_db
CC(=O)C=Cc1ccco1,CC(=O)C=Cc1ccco1,sweet,flavor_db
CC(=O)CCC=C(C)CCC=C(C)C,CC(=O)CCC=C(C)CCC=C(C)C,undefined,flavor_db
N#CC=Cc1ccccc1,N#CC=Cc1ccccc1,undefined,flavor_db
CCCCCCC(C=O)=Cc1ccccc1,CCCCCCC(C=O)=Cc1ccccc1,undefined,flavor_db
O=C(C=Cc1ccccc1)OCC=Cc1ccccc1,O=C(C=Cc1ccccc1)OCC=Cc1ccccc1,sweet,flavor_db
CCCCCC(C=O)=Cc1ccccc1,CCCCCC(C=O)=Cc1ccccc1,sweet,flavor_db
CC(C)COC(=O)C=Cc1ccccc1,CC(C)COC(=O)C=Cc1ccccc1,sweet,flavor_db
CC(C)=CC1CC(C)CCO1,CC(C)=CC1CC(C)CCO1,sweet,flavor_db
CCCOc1ccc(N)cc1[N+](=O)[O-],CCCOc1ccc(N)cc1[N+](=O)[O-],sweet,flavor_db
O=CC=Cc1ccco1,O=CC=Cc1ccco1,undefined,flavor_db
CC=Cc1ccc(OC(C)=O)c(OC)c1,CC=Cc1ccc(OC(C)=O)c(OC)c1,undefined,flavor_db
C=C1CCC2OC2(C)CCC2C1CC2(C)C,C=C1CCC2OC2(C)CCC2C1CC2(C)C,sweet,flavor_db
CC(=O)C=CC=C(C)CCC=C(C)C,CC(=O)C=CC=C(C)CCC=C(C)C,sweet,flavor_db
Cc1oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc2c(=O)c1-c1ccc2c(c1)OCCO2,Cc1oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc2c(=O)c1-c1ccc2c(c1)OCCO2,sweet,flavor_db
